yorum,Positivity
Huawei'ye marka geçmişi ve çevreden duyduğum servis çözümleri sebebiyle güvenerek aldım. Fakat Mate 20 Lite anormal şişirilmiş.. Telefonum donuyor. Uygulamalardan atıyor uygulamalar saniyelik olarak ana ekrana dönüp geri geliyor. İnstagramda gezerken ekranı kilitliyorum parmak izine dokunup açıyorum son yapılan çağrılar açık. Uygulamadan çıkarken 1-2 saniye kadar gri ekran veriyor. Android tuşları tutukluk yapıyor basıyor fakat işlemi yapmıyor. Sensör güneş ışığı altında ekranı da kapatıyordu servise verdim geri geldiğinde yalnızca ön panel değiştirilerek ekran kapatma sorunu çözülmüş diğerleri aynen devam.. ***Yani sıfır telefon aldım hem tamir gördü hem sorunun çoğu çözülmedi***  Şarj yönetimi verimli ekranı kaliteli. Kameraya iyi demek için gözü bozuk olmalı insanın. Bundan 10 sene önce bile 3.2mp kameralı telefonla titreşimsiz fotoğraflar çekerken bu telefonla çamur tadında anılar biriktiriyorum. Gece çekimi orta üst kalitede (bu konuda redmi note 7 daha iyi onu da kullanıyorum). Ses iletişimi kalitesi çekim gücü bluetooth kulaklıklarla çalışma kalitesi yüksek "telefon" özelliklerini (donmazsa) güzel yerine getiriyor. Müzik kalitesi kulaklıkla da hoparlorle de vasat. İçinden çıkan kulaklık yoklukta idare eder.  Telefon kısa vadede ben yeniyim kaliteliyim diyor. Ama işletim sistemi 6 7 sene önceki kararsız tutuk androidlerle aynı...  Sık telefon değiştirmem bundan önceki telefonum 5s... Ve müziği hala onunla dinliyorum çünkü arada dağlar kadar fark var (farklı marka kaliteli kulaklıklarla) . Ben İstanbul Bursa ve İzmir'den toplam 3 adet aldım (aile için) yakınlık sensörü arızası üçünde de var. Hayalet ekran ölü piksel benzeri sorunlar hiçbirinde yok. Ağır donmalar tutukluklar uygulamadan atma komutu uygulamama ve gri ekran sorunları yalnızca tek telefonda çıktı. Ve bunun üzerine %20 daha az ödeyip daha sorunsuz bir telefon kullanmak insanın zoruna gidiyor... Buna da tekrar servis yolu göründü...,0
Cihazda donmalar meydana geldi Memnun kalmadım onun için iade yaptım,0
Huwai mate 20 lite   Bittibitiyordan sakın almayın satıcı arkasında durmuyor cihazlar sıkıntılı çıkıyor,0
Kesinlikle tavsiye etmiyorum . Siparişi aynı gün kargo seçeneğine güvenerek verdim . Hediye olarak almıştım .Ancak ne kargoya verildi ne de aradığım da satıcıya ulaşabiliyorum . Tamamen hayal kırıklığı,0
Ürün bahsedilen gibi değil. Gelir gelmez bataryası şişti ve telefon yavaşlıyor. Seside oldukça az telefonun ve boyutlarıda cebe sığma konusunda sorun çıkartıyor. Kameranın arkası telefonu açar açmaz ısınıyor.,0
Daha önce ısınma problemi var diye yorum yapmıştım. Bugün hayalet ekran sebebi ile servise gönderdim.Isınmada bundan oluyor diye tahmin etmekteyim. Servi sorunu yazılım ile çözeceği bilgisini verdi. Sonucu paylaşacağım.,0
özellikle portre modu ve video çekimleri hayal kırıklığı yarattı... Video resmen bulanık!!!,0
Ürünü bugün aldım.Isınma Problemi var. Pil ısısı telefonu açınca 38 derece oluyor hemen. Isınma daha çok ekranın en alt kısmında yuvarlak simgesinin orada ve sarj yaparken değil. ne yapacağımı bilmiyorum. İlk günden servise vereceğim. Bu durum beni üzdü.,0
gm 9 pronun kamerasını görmeyenlerhuwaeinin kamerasını ıphone zanneder..,0
kamerası under vasat hiçbir şekilde net görüntüyü ne ön ne arka kamera veremiyor hele çekim sonrası zoom yapınca 90 ların dijital platformuna geri dönersiniz yapay zeka hikaye yani onun dışında ekranın ince uzunluğu tek el kullanımı için düşündürücü henüz ısınma ve batarya problemi görmedim hayalet ekran sorunu da henüz çıkmadı,0
Maalesef büyük hayallerle aldığımız mate 20 Lite xiaomi mi 5 den daha kötü çıktı. Kamerası net çekmiyor. Telefon hantal ÇALIŞIYOR. Yıllar önce galaxy s5 bile daha güzeldi. Kesinlikle almayın. Tavsiye de etmeyin.,0
Sanki Huawei Türkiye garantili gibi değil de ithalatçı garantili gibi geldi bana. Faturasında falan hiçbir ibare yok bu yönde garanti belgesi de faturasıymış,0
Bunu almak yerine Samsung galaxy a50 alsaydim,0
Şarjı 2 gün gidiyor. Sesi çok az çıkıyor. Ekran parlaklığı düşük. Kamera çok kötü. video çekerken odağı sürekli değiştiriyor tabii bulanık çekiyor. Eski note3 telefonumun kamerası daha iyiydi. Fotoğraflarda yapay zeka renkleri çok abartıyor.,0
Kamerası çok iyi değil.alali 4 ay olmadan ekranin dokunmatığı bozuldu kendi kendine arama yapıyor sayfa açıyor uçak moduna alıyor hiç memnun değilim keşke almasaydım tavsiye etmiyorum. İnş alanlar böyle sorunlar yaşamazlar,0
Daha önce Lenovo P1 kullanıyordum. Bazı arkadaşlar inanmayacak ama samimi söylüyorum Huawei mate 20 lite onun yanında telefon değil.  Yani Lenovo bir de eski model olmasına rağmen bir çok özellik yönünden Huawei ye on basar. Şarj konusunda Lenovo ya yetişemedi. Kullanım kolaylığında yetişemedi. Özellikler yönünden yetişemedi. Türkiye'de satışı kaldırıldığı için Lenovo alamadım. bunu sakın almayın.,0
Telefon güzel şahane fakat kulaklığı kulağı çok acıtıyor.,0
oyun oynayacaklara kesinlikle tavsiye etmem kamera performansına gelirsek yarı fiyatına aynı resmi çeken telefonlar var,0
klavye çok dar çok ısınıyor gece kamerası berbat Yapay Zeka canın istediği zaman çalışıyor çok donuyor ben telefonda oyun oynuyorum  Çentik ekran yarısını kesiyor Telefonda hızlı şarj yazıyor ama hızlı şarj etmiyor 0'dan 100'e 4 saatte sarj etti Arkadaşlar bence Bana kalırsa başka telefon bakın bu telefon para verilmez ben aldım pişman oldum,0
Beş para etmez bir cihaz. Nesi iyi diyeceksiniz be. İyi olan bişey göremedim. Devamlı sd kart hatası veriyor kendi kendine düzeliyor. Ekran kararıyor düzelmiyor. Bilgisayara bağlanmıyorki verilerinizi alabilesiniz. Yani dahası var azı yok. Paranıza yazık. Gidin ek kötü telefon markasını alın bundan iyidir.,0
Huawei'ye marka geçmişi ve çevreden duyduğum servis çözümleri sebebiyle güvenerek aldım. Fakat Mate 20 Lite anormal şişirilmiş.. Telefonum donuyor. Uygulamalardan atıyor uygulamalar saniyelik olarak ana ekrana dönüp geri geliyor. İnstagramda gezerken ekranı kilitliyorum parmak izine dokunup açıyorum son yapılan çağrılar açık. Uygulamadan çıkarken 1-2 saniye kadar gri ekran veriyor. Android tuşları tutukluk yapıyor basıyor fakat işlemi yapmıyor. Sensör güneş ışığı altında ekranı da kapatıyordu servise verdim geri geldiğinde yalnızca ön panel değiştirilerek ekran kapatma sorunu çözülmüş diğerleri aynen devam.. ***Yani sıfır telefon aldım hem tamir gördü hem sorunun çoğu çözülmedi***  Şarj yönetimi verimli ekranı kaliteli. Kameraya iyi demek için gözü bozuk olmalı insanın. Bundan 10 sene önce bile 3.2mp kameralı telefonla titreşimsiz fotoğraflar çekerken bu telefonla çamur tadında anılar biriktiriyorum. Gece çekimi orta üst kalitede (bu konuda redmi note 7 daha iyi onu da kullanıyorum). Ses iletişimi kalitesi çekim gücü bluetooth kulaklıklarla çalışma kalitesi yüksek "telefon" özelliklerini (donmazsa) güzel yerine getiriyor. Müzik kalitesi kulaklıkla da hoparlorle de vasat. İçinden çıkan kulaklık yoklukta idare eder.  Telefon kısa vadede ben yeniyim kaliteliyim diyor. Ama işletim sistemi 6 7 sene önceki kararsız tutuk androidlerle aynı...  Sık telefon değiştirmem bundan önceki telefonum 5s... Ve müziği hala onunla dinliyorum çünkü arada dağlar kadar fark var (farklı marka kaliteli kulaklıklarla) . Ben İstanbul Bursa ve İzmir'den toplam 3 adet aldım (aile için) yakınlık sensörü arızası üçünde de var. Hayalet ekran ölü piksel benzeri sorunlar hiçbirinde yok. Ağır donmalar tutukluklar uygulamadan atma komutu uygulamama ve gri ekran sorunları yalnızca tek telefonda çıktı. Ve bunun üzerine %20 daha az ödeyip daha sorunsuz bir telefon kullanmak insanın zoruna gidiyor... Buna da tekrar servis yolu göründü...,0
Cihazda donmalar meydana geldi Memnun kalmadım onun için iade yaptım,0
Huwai mate 20 lite   Bittibitiyordan sakın almayın satıcı arkasında durmuyor cihazlar sıkıntılı çıkıyor,0
Kesinlikle tavsiye etmiyorum . Siparişi aynı gün kargo seçeneğine güvenerek verdim . Hediye olarak almıştım .Ancak ne kargoya verildi ne de aradığım da satıcıya ulaşabiliyorum . Tamamen hayal kırıklığı,0
Ürün bahsedilen gibi değil. Gelir gelmez bataryası şişti ve telefon yavaşlıyor. Seside oldukça az telefonun ve boyutlarıda cebe sığma konusunda sorun çıkartıyor. Kameranın arkası telefonu açar açmaz ısınıyor.,0
Daha önce ısınma problemi var diye yorum yapmıştım. Bugün hayalet ekran sebebi ile servise gönderdim.Isınmada bundan oluyor diye tahmin etmekteyim. Servi sorunu yazılım ile çözeceği bilgisini verdi. Sonucu paylaşacağım.,0
özellikle portre modu ve video çekimleri hayal kırıklığı yarattı... Video resmen bulanık!!!,0
Ürünü bugün aldım.Isınma Problemi var. Pil ısısı telefonu açınca 38 derece oluyor hemen. Isınma daha çok ekranın en alt kısmında yuvarlak simgesinin orada ve sarj yaparken değil. ne yapacağımı bilmiyorum. İlk günden servise vereceğim. Bu durum beni üzdü.,0
gm 9 pronun kamerasını görmeyenlerhuwaeinin kamerasını ıphone zanneder..,0
kamerası under vasat hiçbir şekilde net görüntüyü ne ön ne arka kamera veremiyor hele çekim sonrası zoom yapınca 90 ların dijital platformuna geri dönersiniz yapay zeka hikaye yani onun dışında ekranın ince uzunluğu tek el kullanımı için düşündürücü henüz ısınma ve batarya problemi görmedim hayalet ekran sorunu da henüz çıkmadı,0
Maalesef büyük hayallerle aldığımız mate 20 Lite xiaomi mi 5 den daha kötü çıktı. Kamerası net çekmiyor. Telefon hantal ÇALIŞIYOR. Yıllar önce galaxy s5 bile daha güzeldi. Kesinlikle almayın. Tavsiye de etmeyin.,0
Sanki Huawei Türkiye garantili gibi değil de ithalatçı garantili gibi geldi bana. Faturasında falan hiçbir ibare yok bu yönde garanti belgesi de faturasıymış,0
Bunu almak yerine Samsung galaxy a50 alsaydim,0
Şarjı 2 gün gidiyor. Sesi çok az çıkıyor. Ekran parlaklığı düşük. Kamera çok kötü. video çekerken odağı sürekli değiştiriyor tabii bulanık çekiyor. Eski note3 telefonumun kamerası daha iyiydi. Fotoğraflarda yapay zeka renkleri çok abartıyor.,0
Kamerası çok iyi değil.alali 4 ay olmadan ekranin dokunmatığı bozuldu kendi kendine arama yapıyor sayfa açıyor uçak moduna alıyor hiç memnun değilim keşke almasaydım tavsiye etmiyorum. İnş alanlar böyle sorunlar yaşamazlar,0
Daha önce Lenovo P1 kullanıyordum. Bazı arkadaşlar inanmayacak ama samimi söylüyorum Huawei mate 20 lite onun yanında telefon değil.  Yani Lenovo bir de eski model olmasına rağmen bir çok özellik yönünden Huawei ye on basar. Şarj konusunda Lenovo ya yetişemedi. Kullanım kolaylığında yetişemedi. Özellikler yönünden yetişemedi. Türkiye'de satışı kaldırıldığı için Lenovo alamadım. bunu sakın almayın.,0
Telefon güzel şahane fakat kulaklığı kulağı çok acıtıyor.,0
oyun oynayacaklara kesinlikle tavsiye etmem kamera performansına gelirsek yarı fiyatına aynı resmi çeken telefonlar var,0
klavye çok dar çok ısınıyor gece kamerası berbat Yapay Zeka canın istediği zaman çalışıyor çok donuyor ben telefonda oyun oynuyorum  Çentik ekran yarısını kesiyor Telefonda hızlı şarj yazıyor ama hızlı şarj etmiyor 0'dan 100'e 4 saatte sarj etti Arkadaşlar bence Bana kalırsa başka telefon bakın bu telefon para verilmez ben aldım pişman oldum,0
Beş para etmez bir cihaz. Nesi iyi diyeceksiniz be. İyi olan bişey göremedim. Devamlı sd kart hatası veriyor kendi kendine düzeliyor. Ekran kararıyor düzelmiyor. Bilgisayara bağlanmıyorki verilerinizi alabilesiniz. Yani dahası var azı yok. Paranıza yazık. Gidin ek kötü telefon markasını alın bundan iyidir.,0
Huawei'ye marka geçmişi ve çevreden duyduğum servis çözümleri sebebiyle güvenerek aldım. Fakat Mate 20 Lite anormal şişirilmiş.. Telefonum donuyor. Uygulamalardan atıyor uygulamalar saniyelik olarak ana ekrana dönüp geri geliyor. İnstagramda gezerken ekranı kilitliyorum parmak izine dokunup açıyorum son yapılan çağrılar açık. Uygulamadan çıkarken 1-2 saniye kadar gri ekran veriyor. Android tuşları tutukluk yapıyor basıyor fakat işlemi yapmıyor. Sensör güneş ışığı altında ekranı da kapatıyordu servise verdim geri geldiğinde yalnızca ön panel değiştirilerek ekran kapatma sorunu çözülmüş diğerleri aynen devam.. ***Yani sıfır telefon aldım hem tamir gördü hem sorunun çoğu çözülmedi***  Şarj yönetimi verimli ekranı kaliteli. Kameraya iyi demek için gözü bozuk olmalı insanın. Bundan 10 sene önce bile 3.2mp kameralı telefonla titreşimsiz fotoğraflar çekerken bu telefonla çamur tadında anılar biriktiriyorum. Gece çekimi orta üst kalitede (bu konuda redmi note 7 daha iyi onu da kullanıyorum). Ses iletişimi kalitesi çekim gücü bluetooth kulaklıklarla çalışma kalitesi yüksek "telefon" özelliklerini (donmazsa) güzel yerine getiriyor. Müzik kalitesi kulaklıkla da hoparlorle de vasat. İçinden çıkan kulaklık yoklukta idare eder.  Telefon kısa vadede ben yeniyim kaliteliyim diyor. Ama işletim sistemi 6 7 sene önceki kararsız tutuk androidlerle aynı...  Sık telefon değiştirmem bundan önceki telefonum 5s... Ve müziği hala onunla dinliyorum çünkü arada dağlar kadar fark var (farklı marka kaliteli kulaklıklarla) . Ben İstanbul Bursa ve İzmir'den toplam 3 adet aldım (aile için) yakınlık sensörü arızası üçünde de var. Hayalet ekran ölü piksel benzeri sorunlar hiçbirinde yok. Ağır donmalar tutukluklar uygulamadan atma komutu uygulamama ve gri ekran sorunları yalnızca tek telefonda çıktı. Ve bunun üzerine %20 daha az ödeyip daha sorunsuz bir telefon kullanmak insanın zoruna gidiyor... Buna da tekrar servis yolu göründü...,0
Cihazda donmalar meydana geldi Memnun kalmadım onun için iade yaptım,0
Huwai mate 20 lite   Bittibitiyordan sakın almayın satıcı arkasında durmuyor cihazlar sıkıntılı çıkıyor,0
Kesinlikle tavsiye etmiyorum . Siparişi aynı gün kargo seçeneğine güvenerek verdim . Hediye olarak almıştım .Ancak ne kargoya verildi ne de aradığım da satıcıya ulaşabiliyorum . Tamamen hayal kırıklığı,0
Ürün bahsedilen gibi değil. Gelir gelmez bataryası şişti ve telefon yavaşlıyor. Seside oldukça az telefonun ve boyutlarıda cebe sığma konusunda sorun çıkartıyor. Kameranın arkası telefonu açar açmaz ısınıyor.,0
Daha önce ısınma problemi var diye yorum yapmıştım. Bugün hayalet ekran sebebi ile servise gönderdim.Isınmada bundan oluyor diye tahmin etmekteyim. Servi sorunu yazılım ile çözeceği bilgisini verdi. Sonucu paylaşacağım.,0
özellikle portre modu ve video çekimleri hayal kırıklığı yarattı... Video resmen bulanık!!!,0
Ürünü bugün aldım.Isınma Problemi var. Pil ısısı telefonu açınca 38 derece oluyor hemen. Isınma daha çok ekranın en alt kısmında yuvarlak simgesinin orada ve sarj yaparken değil. ne yapacağımı bilmiyorum. İlk günden servise vereceğim. Bu durum beni üzdü.,0
gm 9 pronun kamerasını görmeyenlerhuwaeinin kamerasını ıphone zanneder..,0
kamerası under vasat hiçbir şekilde net görüntüyü ne ön ne arka kamera veremiyor hele çekim sonrası zoom yapınca 90 ların dijital platformuna geri dönersiniz yapay zeka hikaye yani onun dışında ekranın ince uzunluğu tek el kullanımı için düşündürücü henüz ısınma ve batarya problemi görmedim hayalet ekran sorunu da henüz çıkmadı,0
Maalesef büyük hayallerle aldığımız mate 20 Lite xiaomi mi 5 den daha kötü çıktı. Kamerası net çekmiyor. Telefon hantal ÇALIŞIYOR. Yıllar önce galaxy s5 bile daha güzeldi. Kesinlikle almayın. Tavsiye de etmeyin.,0
Sanki Huawei Türkiye garantili gibi değil de ithalatçı garantili gibi geldi bana. Faturasında falan hiçbir ibare yok bu yönde garanti belgesi de faturasıymış,0
Bunu almak yerine Samsung galaxy a50 alsaydim,0
Şarjı 2 gün gidiyor. Sesi çok az çıkıyor. Ekran parlaklığı düşük. Kamera çok kötü. video çekerken odağı sürekli değiştiriyor tabii bulanık çekiyor. Eski note3 telefonumun kamerası daha iyiydi. Fotoğraflarda yapay zeka renkleri çok abartıyor.,0
Kamerası çok iyi değil.alali 4 ay olmadan ekranin dokunmatığı bozuldu kendi kendine arama yapıyor sayfa açıyor uçak moduna alıyor hiç memnun değilim keşke almasaydım tavsiye etmiyorum. İnş alanlar böyle sorunlar yaşamazlar,0
Daha önce Lenovo P1 kullanıyordum. Bazı arkadaşlar inanmayacak ama samimi söylüyorum Huawei mate 20 lite onun yanında telefon değil.  Yani Lenovo bir de eski model olmasına rağmen bir çok özellik yönünden Huawei ye on basar. Şarj konusunda Lenovo ya yetişemedi. Kullanım kolaylığında yetişemedi. Özellikler yönünden yetişemedi. Türkiye'de satışı kaldırıldığı için Lenovo alamadım. bunu sakın almayın.,0
Telefon güzel şahane fakat kulaklığı kulağı çok acıtıyor.,0
Arkadaşlar Lite telefon almayın Pişman olmayın!,0
Cihazı alalı daha iki ay olmadan cihazın parmak okuyucu menüsü mevcut değildi ve donma kasmaaşırı ısınmalar da cabası.Daha cihazı alır almaz servise verdim.İyi Düşünün.,0
Aldım ürünü 3 ay kullandım portre modu kötü batarya bir günü çıkarmıyor,0
Ürünü alalı neredeyse 8 ay oldu. İlk başlarda iyidi ama bir süre sonra fps de aşırı derecede düşüş yaşadım. Önceden  ortalama yüksek ayarlarda 50-60 fps alıyordum şimdi ise düşük ayarlarda 50 fps zor alıyorum. Sorunum tek bu da değil. Yeni gelen Android pie yani 9.1 sürümüyle güncelledim ve o kadar kasmaya başladı ki  anlatamam. İşin özü uzak durun size tavsiyem budur.,0
Aynı fiyata xioami note 7 de alabilirsiniz. Zaten iki telefonu kiyaslayin xioami' nin  bir üst segment olduğunu anlarsınız,0
Kamera da acayip Bi yapaylık var ben hiç beğenmedim. İçinden çıkan kulaklığı taktım ses o kadar kısık ki çevredeki sesler müziği bastırdı. Video çekerken donma yapıyor.,0
yamuluyor kesinlikle almayın hic iyi bi cihaz degil,0
ürünü aldıktan sonra sorun çıkıyor telefon kapanıyor ve şu anda kullanılmıyor...magdur oldum,0
olumsuz yonleri 1-gunes altında ekran cok başarısız 2-Mesaj yazmada sıkıntı var alışıla gelmis klavye gibi degil harfler hatalı yada basilmiyor 3-Surekli internet kullanan birisi olarak şarj az gidiyor 4- Oyunlarda yavaş ve düşük seviye 5-Cok isiniyor olumlu yönleri ***Tasarımı çok güzel 1- Hafiza 64gb olması gayet iyi 2-Radyo olması 3-/ selfi kamerasının cok kaliteli cekmesi 4-Hizli şarj olmasi 5-Cok hızlı p92017 telefonumdan buna gecis yaptim ama mesaj yazma cok sıkıntılı cok eksigi var p92017 de fazla uyvulama yukleyemiyordum hafıza yüzünden alacak arladaslara pek tavsiye etmem açıkçası,0
Yan sanayisi honor play de pubg hd de kasmadan oynarken bu telefon da en düşükte bile oynıyamıyorum açıkçası aldığıma çok pişmanım,0
Arkadaşlar yaklaşık 2 aydır kullanıyorum şarjı günü çıkarmıyor. Şöyle ki sabah 7.30 da şarjdan çıkartıyorum akşam 5 demiyor. Telefonumda oyun felan yüklü değil. Değişim talep ettim geri dönüş olmadı. İyi düşünün,0
Kesinlikle alınmaması gereken bir telefon. Bluetooth hiç bir aygıtla eşleşmiyor. Kullanışlı değil. Hele ki o nokta kadar bildirim ışığı tam facia. Samsung s5 kullanıyordum kesinlikle s5 e göre berbat bi telefon.,0
İlk zamanlarda her şey çok güzel bi kaç ay sonra telefon donmaktan başka bir işlem yapmıyor almayın pişmanlık kesinlikle,0
COK KOTU BEGENEMEDİM SAMSUN ALIN,0
Ürünü 1 aydır kullanıyorum. Bataryası kötü. Yoğun kullanımda ikindi vakti priz ararsınız. Yedek kablo ile gezmelisiniz. Yoğun kullanan kişiler defalarca donduğunu görecek. Isınınca fotoğrafta bile donuyor. 3D real racing oyununu açamıyor bile. Önceki telim casper via a1 plus bundan ucuz ve iyi idi. İşlemci ve bataryaya bakmadan tel almayın,0
Kesinlikle fiyatini hak etmiyor optimizasyon berbat bi kaç ay sonra çabuk isiniyor tavsiye etmiyorum bu fiyata daha iyi telefonlar var xiaomi modellerine bakmanizi tavsiye ederim,0
bu kadar vasat bir cihaz yok,0
Buradaki yorumlara kanıp aldım çok büyük hata etmişim. telefon arayüzde menü geçişlerine takılıyor bir çok uygulamada donuyor kalıyor. hardreset vs hepsini yaptım nafile. hayal kırıklığı.,0
Sony M5'ten sonra kamerası çık kötü geldi çekimler çok yapay duruyor. Performansı bu fiyat için iyi diyebilirim şarjı benim için idare eder ama çok iyi değil. Her şeye izin istemesi çok fazla kullanıcı verisi kullandığı hissi(ki kullanıyordur) uyandırıyor. Kapatmama rağmen sağlık verisi gösterdi bana zaten :/ Kullnaıcı deneyimi olarak çok hoşlnamadım 3 senelik sony telefonumu özledim.,0
Nasıl oluyor anlamıyorum okadar dikkat etmeme rağmen telefon yamulmuş. Bir baktım herkesin telefonu yamulmuş meğer aleminyum kasa yüzünden diyor diğer kullanan arkadaşlar. Bu uyarıyı lütfen dikkate alın arkadaşlar telefon  ya mu lu yorrrrrr.........!,0
Arkadaşlar Lite telefon almayın Pişman olmayın!,0
Cihazı alalı daha iki ay olmadan cihazın parmak okuyucu menüsü mevcut değildi ve donma kasmaaşırı ısınmalar da cabası.Daha cihazı alır almaz servise verdim.İyi Düşünün.,0
Aldım ürünü 3 ay kullandım portre modu kötü batarya bir günü çıkarmıyor,0
Ürünü alalı neredeyse 8 ay oldu. İlk başlarda iyidi ama bir süre sonra fps de aşırı derecede düşüş yaşadım. Önceden  ortalama yüksek ayarlarda 50-60 fps alıyordum şimdi ise düşük ayarlarda 50 fps zor alıyorum. Sorunum tek bu da değil. Yeni gelen Android pie yani 9.1 sürümüyle güncelledim ve o kadar kasmaya başladı ki  anlatamam. İşin özü uzak durun size tavsiyem budur.,0
Aynı fiyata xioami note 7 de alabilirsiniz. Zaten iki telefonu kiyaslayin xioami' nin  bir üst segment olduğunu anlarsınız,0
Kamera da acayip Bi yapaylık var ben hiç beğenmedim. İçinden çıkan kulaklığı taktım ses o kadar kısık ki çevredeki sesler müziği bastırdı. Video çekerken donma yapıyor.,0
yamuluyor kesinlikle almayın hic iyi bi cihaz degil,0
ürünü aldıktan sonra sorun çıkıyor telefon kapanıyor ve şu anda kullanılmıyor...magdur oldum,0
olumsuz yonleri 1-gunes altında ekran cok başarısız 2-Mesaj yazmada sıkıntı var alışıla gelmis klavye gibi degil harfler hatalı yada basilmiyor 3-Surekli internet kullanan birisi olarak şarj az gidiyor 4- Oyunlarda yavaş ve düşük seviye 5-Cok isiniyor olumlu yönleri ***Tasarımı çok güzel 1- Hafiza 64gb olması gayet iyi 2-Radyo olması 3-/ selfi kamerasının cok kaliteli cekmesi 4-Hizli şarj olmasi 5-Cok hızlı p92017 telefonumdan buna gecis yaptim ama mesaj yazma cok sıkıntılı cok eksigi var p92017 de fazla uyvulama yukleyemiyordum hafıza yüzünden alacak arladaslara pek tavsiye etmem açıkçası,0
Yan sanayisi honor play de pubg hd de kasmadan oynarken bu telefon da en düşükte bile oynıyamıyorum açıkçası aldığıma çok pişmanım,0
Arkadaşlar yaklaşık 2 aydır kullanıyorum şarjı günü çıkarmıyor. Şöyle ki sabah 7.30 da şarjdan çıkartıyorum akşam 5 demiyor. Telefonumda oyun felan yüklü değil. Değişim talep ettim geri dönüş olmadı. İyi düşünün,0
Kesinlikle alınmaması gereken bir telefon. Bluetooth hiç bir aygıtla eşleşmiyor. Kullanışlı değil. Hele ki o nokta kadar bildirim ışığı tam facia. Samsung s5 kullanıyordum kesinlikle s5 e göre berbat bi telefon.,0
İlk zamanlarda her şey çok güzel bi kaç ay sonra telefon donmaktan başka bir işlem yapmıyor almayın pişmanlık kesinlikle,0
COK KOTU BEGENEMEDİM SAMSUN ALIN,0
Ürünü 1 aydır kullanıyorum. Bataryası kötü. Yoğun kullanımda ikindi vakti priz ararsınız. Yedek kablo ile gezmelisiniz. Yoğun kullanan kişiler defalarca donduğunu görecek. Isınınca fotoğrafta bile donuyor. 3D real racing oyununu açamıyor bile. Önceki telim casper via a1 plus bundan ucuz ve iyi idi. İşlemci ve bataryaya bakmadan tel almayın,0
Kesinlikle fiyatini hak etmiyor optimizasyon berbat bi kaç ay sonra çabuk isiniyor tavsiye etmiyorum bu fiyata daha iyi telefonlar var xiaomi modellerine bakmanizi tavsiye ederim,0
bu kadar vasat bir cihaz yok,0
Buradaki yorumlara kanıp aldım çok büyük hata etmişim. telefon arayüzde menü geçişlerine takılıyor bir çok uygulamada donuyor kalıyor. hardreset vs hepsini yaptım nafile. hayal kırıklığı.,0
Sony M5'ten sonra kamerası çık kötü geldi çekimler çok yapay duruyor. Performansı bu fiyat için iyi diyebilirim şarjı benim için idare eder ama çok iyi değil. Her şeye izin istemesi çok fazla kullanıcı verisi kullandığı hissi(ki kullanıyordur) uyandırıyor. Kapatmama rağmen sağlık verisi gösterdi bana zaten :/ Kullnaıcı deneyimi olarak çok hoşlnamadım 3 senelik sony telefonumu özledim.,0
Nasıl oluyor anlamıyorum okadar dikkat etmeme rağmen telefon yamulmuş. Bir baktım herkesin telefonu yamulmuş meğer aleminyum kasa yüzünden diyor diğer kullanan arkadaşlar. Bu uyarıyı lütfen dikkate alın arkadaşlar telefon  ya mu lu yorrrrrr.........!,0
Arkadaşlar Lite telefon almayın Pişman olmayın!,0
Cihazı alalı daha iki ay olmadan cihazın parmak okuyucu menüsü mevcut değildi ve donma kasmaaşırı ısınmalar da cabası.Daha cihazı alır almaz servise verdim.İyi Düşünün.,0
Aldım ürünü 3 ay kullandım portre modu kötü batarya bir günü çıkarmıyor,0
Ürünü alalı neredeyse 8 ay oldu. İlk başlarda iyidi ama bir süre sonra fps de aşırı derecede düşüş yaşadım. Önceden  ortalama yüksek ayarlarda 50-60 fps alıyordum şimdi ise düşük ayarlarda 50 fps zor alıyorum. Sorunum tek bu da değil. Yeni gelen Android pie yani 9.1 sürümüyle güncelledim ve o kadar kasmaya başladı ki  anlatamam. İşin özü uzak durun size tavsiyem budur.,0
Aynı fiyata xioami note 7 de alabilirsiniz. Zaten iki telefonu kiyaslayin xioami' nin  bir üst segment olduğunu anlarsınız,0
Kamera da acayip Bi yapaylık var ben hiç beğenmedim. İçinden çıkan kulaklığı taktım ses o kadar kısık ki çevredeki sesler müziği bastırdı. Video çekerken donma yapıyor.,0
yamuluyor kesinlikle almayın hic iyi bi cihaz degil,0
ürünü aldıktan sonra sorun çıkıyor telefon kapanıyor ve şu anda kullanılmıyor...magdur oldum,0
olumsuz yonleri 1-gunes altında ekran cok başarısız 2-Mesaj yazmada sıkıntı var alışıla gelmis klavye gibi degil harfler hatalı yada basilmiyor 3-Surekli internet kullanan birisi olarak şarj az gidiyor 4- Oyunlarda yavaş ve düşük seviye 5-Cok isiniyor olumlu yönleri ***Tasarımı çok güzel 1- Hafiza 64gb olması gayet iyi 2-Radyo olması 3-/ selfi kamerasının cok kaliteli cekmesi 4-Hizli şarj olmasi 5-Cok hızlı p92017 telefonumdan buna gecis yaptim ama mesaj yazma cok sıkıntılı cok eksigi var p92017 de fazla uyvulama yukleyemiyordum hafıza yüzünden alacak arladaslara pek tavsiye etmem açıkçası,0
Yan sanayisi honor play de pubg hd de kasmadan oynarken bu telefon da en düşükte bile oynıyamıyorum açıkçası aldığıma çok pişmanım,0
